OG_ID	cog_best	cog_best_name	cog_best_gene	cog_best_letter	cog_best_description	cog_support	n_genes	cog_rate
OG0000066	COG0697	Amino acid export permease, drug/metabolite transporter (DMT) superfamily	EamA	E	Amino acid transport and metabolism	639	641	0.9968798751950078
OG0000066	COG2510	Riboflavin transporter RibN, EamA domain	RibN	H	Coenzyme transport and metabolism	1	641	0.0015600624024961
OG0000067	COG0265	Periplasmic serine protease DegP/DegQ, contain C-terminal PDZ domain	DegQ	O	Posttranslational modification, protein turnover, chaperones	628	636	0.9874213836477987
OG0000067	COG4642	Uncharacterized conserved protein, contains MORN repeats	NA	R	General function prediction only	3	636	0.0047169811320754715
OG0000068	COG3333	TctA family transporter	NA	R	General function prediction only	633	633	1
OG0000069	COG0021	Transketolase	TktA	G	Carbohydrate transport and metabolism	511	627	0.8149920255183413
OG0000069	COG1154	Deoxyxylulose-5-phosphate synthase	Dxs	H	Coenzyme transport and metabolism	1	627	0.001594896331738437
OG0000069	COG3959	Transketolase, N-terminal subunit	TktA1	G	Carbohydrate transport and metabolism	114	627	0.18181818181818182
OG0000070	COG2319	WD40 repeat	WD40	R	General function prediction only	2	627	0.003189792663476874
OG0000070	COG3210	Large exoprotein involved in heme utilization or adhesion	FhaB	U	Intracellular trafficking, secretion, and vesicular transport	69	627	0.11004784688995216
OG0000070	COG3391	DNA-binding beta-propeller fold protein YncE	YncE	R	General function prediction only	31	627	0.049441786283891544
OG0000070	COG3468	Autotransporter adhesin AidA	AidA	M	Cell wall/membrane/envelope biogenesis	2	627	0.003189792663476874
OG0000070	COG4625	Uncharacterized conserved protein, contains a C-terminal beta-barrel porin domain	NA	S	Function unknown	475	627	0.7575757575757576
OG0000070	COG4946	Uncharacterized N-terminal domain of tricorn protease, contains WD40 repeats	NA	S	Function unknown	1	627	0.001594896331738437
OG0000070	COG5571	Secreted esterase EstA, contains T5SS autotransporter beta-barrel domain	EstA	U	Intracellular trafficking, secretion, and vesicular transport	26	627	0.04146730462519936
OG0000071	COG0643	Chemotaxis protein histidine kinase CheA	CheA	T	Signal transduction mechanisms	1	622	0.001607717041800643
OG0000071	COG1024	Enoyl-CoA hydratase/carnithine racemase	CaiD	I	Lipid transport and metabolism	6	622	0.00964630225080386
OG0000071	COG1250	3-hydroxyacyl-CoA dehydrogenase	FadB	I	Lipid transport and metabolism	611	622	0.9823151125401929
OG0000072	COG1638	TRAP-type C4-dicarboxylate transport system, periplasmic component	DctP	G	Carbohydrate transport and metabolism	158	620	0.25483870967741934
OG0000072	COG4663	TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component	FcbT1	Q	Secondary metabolites biosynthesis, transport and catabolism	460	620	0.7419354838709677
OG0000073	COG0413	Ketopantoate hydroxymethyltransferase	PanB	H	Coenzyme transport and metabolism	618	618	1
OG0000074	COG0318	O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming)	MenE	I	Lipid transport and metabolism	612	617	0.9918962722852512
OG0000074	COG1020	EntF, seryl-AMP synthase component  of non-ribosomal peptide synthetase	EntF	Q	Secondary metabolites biosynthesis, transport and catabolism	4	617	0.006482982171799027
OG0000075	COG0451	Nucleoside-diphosphate-sugar epimerase	WcaG	M	Cell wall/membrane/envelope biogenesis	556	614	0.9055374592833876
OG0000075	COG1088	dTDP-D-glucose 4,6-dehydratase	RfbB	M	Cell wall/membrane/envelope biogenesis	57	614	0.09283387622149837
OG0000076	COG1280	Threonine/homoserine/homoserine lactone efflux protein	RhtB	E	Amino acid transport and metabolism	607	609	0.9967159277504105
OG0000077	COG1775	Benzoyl-CoA reductase/2-hydroxyglutaryl-CoA dehydratase subunit, BcrC/BadD/HgdB	HgdB	E	Amino acid transport and metabolism	4	608	0.006578947368421052
OG0000077	COG4424	LPS sulfotransferase NodH	LpsS	M	Cell wall/membrane/envelope biogenesis	1	608	0.001644736842105263
OG0000077	COG5891	Spore coat protein YheC/YheD, ATP-grasp superfamily	YheC	D	Cell cycle control, cell division, chromosome partitioning	3	608	0.004934210526315789
OG0000078	COG1454	Alcohol dehydrogenase, class IV	EutG	C	Energy production and conversion	601	605	0.9933884297520661
OG0000078	COG2907	Predicted flavin-containing amine oxidase	Ppro0129	R	General function prediction only	1	605	0.001652892561983471
OG0000079	COG0247	Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF	GlpC	C	Energy production and conversion	2	605	0.003305785123966942
OG0000079	COG0277	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase	GlcD	C	Energy production and conversion	603	605	0.996694214876033
OG0000080	COG0404	Glycine cleavage system protein T (aminomethyltransferase)	GcvT	E	Amino acid transport and metabolism	594	599	0.991652754590985
OG0000080	COG0665	Glycine/D-amino acid oxidase (deaminating)	DadA	E	Amino acid transport and metabolism	5	599	0.008347245409015025
OG0000081	COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	IlvE	E	Amino acid transport and metabolism	598	598	1
OG0000082	COG0697	Amino acid export permease, drug/metabolite transporter (DMT) superfamily	EamA	E	Amino acid transport and metabolism	595	595	1
OG0000083	COG0486	tRNA U34 5-carboxymethylaminomethyl modifying GTPase MnmE/TrmE	MnmE	J	Translation, ribosomal structure and biogenesis	502	591	0.8494077834179357
OG0000083	COG1159	GTPase Era, involved in 16S rRNA processing	Era	J	Translation, ribosomal structure and biogenesis	46	591	0.077834179357022
OG0000083	COG1160	Double Era-like domain GTPase Der	Der	J	Translation, ribosomal structure and biogenesis	43	591	0.0727580372250423
OG0000084	COG0664	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	Crp	T	Signal transduction mechanisms	4	591	0.00676818950930626
OG0000084	COG1221	Transcriptional regulators containing sigma54-interacting ATPase domain	PspF	K	Transcription	2	591	0.00338409475465313
OG0000084	COG1321	Mn-dependent transcriptional regulator MntR, DtxR family	MntR	K	Transcription	6	591	0.01015228426395939
OG0000084	COG1349	DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family	GlpR	K	Transcription	52	591	0.08798646362098139
OG0000084	COG1378	Sugar-specific transcriptional regulator TrmB	YrhO	K	Transcription	5	591	0.008460236886632826
OG0000084	COG1414	DNA-binding transcriptional regulator, IclR family	IclR	K	Transcription	47	591	0.07952622673434856
OG0000084	COG1522	DNA-binding transcriptional regulator, Lrp family	Lrp	K	Transcription	32	591	0.05414551607445008
OG0000084	COG1580	Flagellar basal body-associated protein FliL	FliL	N	Cell motility	3	591	0.005076142131979695
OG0000084	COG1846	DNA-binding transcriptional regulator, MarR family	MarR	K	Transcription	1	591	0.001692047377326565
OG0000084	COG2512	Predicted transcriptional regulator, contains CW (cell wall-binding) repeats and an HTH domain	NA	R	General function prediction only	48	591	0.08121827411167512
OG0000084	COG3177	Fic family protein	NA	K	Transcription	4	591	0.00676818950930626
OG0000084	COG3355	Transcriptional regulator of archaellar biosynthesis and archaeal biofilm formation AfbR	AbfR1	K	Transcription	49	591	0.0829103214890017
OG0000084	COG4189	Predicted transcriptional regulator, ArsR family	NA	K	Transcription	2	591	0.00338409475465313
OG0000084	COG4648	Uncharacterized membrane protein	NA	S	Function unknown	5	591	0.008460236886632826
OG0000084	COG4742	Transcriptional regulator of archaellar expression ArnR	ArnR	K	Transcription	3	591	0.005076142131979695
OG0000085	COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	IlvB	E	Amino acid transport and metabolism	1	590	0.001694915254237288
OG0000085	COG2721	Altronate dehydratase	UxaA	G	Carbohydrate transport and metabolism	589	590	0.9983050847457627
OG0000086	COG1638	TRAP-type C4-dicarboxylate transport system, periplasmic component	DctP	G	Carbohydrate transport and metabolism	589	589	1
OG0000087	COG0235	5-methylthioribulose/5-deoxyribulose/Fuculose 1-phosphate aldolase (methionine salvage, sugar degradation)	AraD	E	Amino acid transport and metabolism	585	587	0.9965928449744463
OG0000088	COG0726	Peptidoglycan/xylan/chitin deacetylase, PgdA/NodB/CDA1 family	PgaB	G	Carbohydrate transport and metabolism	577	586	0.984641638225256
OG0000088	COG1506	Dipeptidyl aminopeptidase/acylaminoacyl peptidase	DAP2	E	Amino acid transport and metabolism	1	586	0.0017064846416382253
OG0000089	COG0730	Sulfite exporter TauE/SafE/YfcA and related permeases, UPF0721 family	TauE	P	Inorganic ion transport and metabolism	580	581	0.9982788296041308
OG0000090	COG0074	Succinyl-CoA synthetase, alpha subunit	SucD	C	Energy production and conversion	579	580	0.9982758620689656
OG0000090	COG0673	Predicted dehydrogenase	MviM	R	General function prediction only	1	580	0.0017241379310344827
OG0000091	COG0306	Phosphate/sulfate permease	PitA	P	Inorganic ion transport and metabolism	5	578	0.00865051903114187
OG0000091	COG0612	Predicted Zn-dependent peptidase, M16 family	PqqL	R	General function prediction only	61	578	0.10553633217993079
OG0000091	COG0744	Penicillin-binding protein 1B/1F, peptidoglycan  transglycosylase/transpeptidase	MrcB	M	Cell wall/membrane/envelope biogenesis	3	578	0.005190311418685121
OG0000091	COG1368	Phosphoglycerol transferase MdoB/OpgB, AlkP superfamily	MdoB	M	Cell wall/membrane/envelope biogenesis	1	578	0.0017301038062283738
OG0000091	COG1566	Multidrug resistance efflux pump EmrA	EmrA	V	Defense mechanisms	4	578	0.006920415224913495
OG0000091	COG3206	Tyrosine-protein kinase Wzc involved in exopolysaccharide export, GumC/Wzc1 domain	GumC	M	Cell wall/membrane/envelope biogenesis	3	578	0.005190311418685121
OG0000091	COG3462	Uncharacterized protein, contains short C-terminal (SHOCT) domain	TM0315	S	Function unknown	4	578	0.006920415224913495
OG0000091	COG3469	Chitinase	Chi1	G	Carbohydrate transport and metabolism	1	578	0.0017301038062283738
OG0000091	COG3883	Uncharacterized N-terminal coiled-coil domain of peptidoglycan hydrolase CwlO	CwlO1	S	Function unknown	2	578	0.0034602076124567475
OG0000091	COG4766	Ethanolamine utilization protein EutQ, cupin superfamily (function unknown)	EutQ	E	Amino acid transport and metabolism	1	578	0.0017301038062283738
OG0000091	COG4961	Flp/Tad pilus assembly protein TadE/TadG (TadG includes C-terminal von Willebrand factor A (vWFA) domain)	TadE/TadG	W	Extracellular structures	2	578	0.0034602076124567475
OG0000092	COG0045	Succinyl-CoA synthetase, beta subunit	SucC	C	Energy production and conversion	577	577	1
OG0000093	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase	WecE	M	Cell wall/membrane/envelope biogenesis	558	574	0.9721254355400697
OG0000093	COG1670	Protein N-acetyltransferase, RimJ/RimL family	RimL	J	Translation, ribosomal structure and biogenesis	1	574	0.0017421602787456446
OG0000094	COG0436	Aspartate/methionine/tyrosine aminotransferase	AspB	E	Amino acid transport and metabolism	570	570	1
OG0000095	COG0494	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	MutT	V	Defense mechanisms	511	569	0.8980667838312829
OG0000095	COG1051	ADP-ribose pyrophosphatase YjhB, NUDIX family	YjhB	F	Nucleotide transport and metabolism	57	569	0.10017574692442882
OG0000096	COG0626	Cystathionine beta-lyase/cystathionine gamma-synthase	MetC	E	Amino acid transport and metabolism	32	568	0.056338028169014086
OG0000096	COG2873	O-acetylhomoserine/O-acetylserine sulfhydrylase, pyridoxal phosphate-dependent	MET17	E	Amino acid transport and metabolism	536	568	0.9436619718309859
OG0000097	COG0404	Glycine cleavage system protein T (aminomethyltransferase)	GcvT	E	Amino acid transport and metabolism	563	565	0.9964601769911504
OG0000098	COG0245	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	IspF	I	Lipid transport and metabolism	462	564	0.8191489361702128
OG0000098	COG1207	Bifunctional protein GlmU, N-acetylglucosamine-1-phosphate-uridyltransferase/glucosamine-1-phosphate-acetyltransferase	GlmU	M	Cell wall/membrane/envelope biogenesis	2	564	0.0035460992907801418
OG0000098	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	IspD	I	Lipid transport and metabolism	15	564	0.026595744680851064
OG0000098	COG1213	Choline kinase	NA	I	Lipid transport and metabolism	8	564	0.014184397163120567
OG0000098	COG2068	CTP:molybdopterin cytidylyltransferase MocA	MocA	H	Coenzyme transport and metabolism	70	564	0.12411347517730496
OG0000099	COG0183	Acetyl-CoA acetyltransferase	PaaJ	I	Lipid transport and metabolism	563	563	1
OG0000100	COG0583	DNA-binding transcriptional regulator, LysR family	LysR	K	Transcription	563	563	1
OG0000101	COG0765	ABC-type amino acid transport system, permease component	HisM	E	Amino acid transport and metabolism	135	562	0.2402135231316726
OG0000101	COG4160	ABC-type arginine/histidine transport system, permease component	ArtM	E	Amino acid transport and metabolism	427	562	0.7597864768683275
OG0000102	COG0225	Peptide methionine sulfoxide reductase MsrA	MsrA	O	Posttranslational modification, protein turnover, chaperones	562	562	1
OG0000103	COG0187	DNA gyrase/topoisomerase IV, subunit B	GyrB	L	Replication, recombination and repair	561	561	1
OG0000104	COG1131	Ribosome-associated ATPase or ATPase component of an ABC-type multidrug transport system	RbbA	J	Translation, ribosomal structure and biogenesis	547	559	0.97853309481216455
OG0000104	COG1132	ABC-type multidrug and LPS transport system, ATPase and permease component MsbA	MdlB	M	Cell wall/membrane/envelope biogenesis	7	559	0.012522361359570662
OG0000104	COG2274	ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain	SunT	V	Defense mechanisms	5	559	0.008944543828264758
OG0000105	COG0463	Glycosyltransferase involved in cell wall bisynthesis	WcaA	M	Cell wall/membrane/envelope biogenesis	4	559	0.007155635062611807
OG0000105	COG0500	SAM-dependent methyltransferase SmtA (CmoB moved to COG2228)	SmtA	Q	Secondary metabolites biosynthesis, transport and catabolism	4	559	0.007155635062611807
OG0000105	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	UbiE	H	Coenzyme transport and metabolism	143	559	0.2558139534883721
OG0000105	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	UbiG	H	Coenzyme transport and metabolism	404	559	0.7227191413237924
OG0000105	COG4627	Predicted SAM-depedendent methyltransferase	NA	R	General function prediction only	1	559	0.0017889087656529517
OG0000106	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	FabG	I	Lipid transport and metabolism	557	557	1
OG0000107	COG2223	Nitrate/nitrite transporter NarK	NarK	P	Inorganic ion transport and metabolism	552	557	0.9910233393177738
OG0000107	COG2271	Sugar phosphate permease	UhpC	G	Carbohydrate transport and metabolism	2	557	0.003590664272890485
OG0000107	COG2814	Predicted arabinose efflux permease AraJ, MFS family	AraJ	G	Carbohydrate transport and metabolism	1	557	0.0017953321364452424
OG0000108	COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	IlvB	E	Amino acid transport and metabolism	552	554	0.9963898916967509
OG0000109	COG3842	ABC-type Fe3+/spermidine/putrescine transport systems, ATPase component	PotA	E	Amino acid transport and metabolism	553	553	1
OG0000110	COG1129	ABC-type sugar transport system, ATPase component	MglA	G	Carbohydrate transport and metabolism	427	553	0.7721518987341772
OG0000110	COG3845	ABC-type guanosine uptake system NupNOPQ, ATPase component NupO	NupO	F	Nucleotide transport and metabolism	126	553	0.22784810126582278
OG0000111	COG0842	ABC-type multidrug transport system, permease component	YadH	V	Defense mechanisms	552	552	1
OG0000112	COG1126	ABC-type polar amino acid transport system, ATPase component	GlnQ	E	Amino acid transport and metabolism	551	551	1
OG0000113	COG0608	ssDNA-specific exonuclease RecJ, DHH superfamily, may be involved in archaeal DNA replication intiation	RecJ	L	Replication, recombination and repair	2	551	0.003629764065335753
OG0000113	COG1221	Transcriptional regulators containing sigma54-interacting ATPase domain	PspF	K	Transcription	1	551	0.0018148820326678765
OG0000113	COG4166	ABC-type oligopeptide transport system, periplasmic component	OppA	E	Amino acid transport and metabolism	1	551	0.0018148820326678765
OG0000113	COG5635	Predicted NTPase, NACHT family domain	NACHT	T	Signal transduction mechanisms	1	551	0.0018148820326678765
OG0000114	COG0029	Aspartate oxidase	NadB	H	Coenzyme transport and metabolism	539	551	0.9782214156079855
OG0000114	COG1053	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	SdhA	C	Energy production and conversion	11	551	0.019963702359346643
OG0000115	COG0300	Short-chain dehydrogenase	YqjQ	R	General function prediction only	538	548	0.9817518248175182
OG0000115	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	FabG	I	Lipid transport and metabolism	3	548	0.005474452554744526
OG0000115	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	YdfG	C	Energy production and conversion	4	548	0.0072992700729927005
OG0000116	COG4663	TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component	FcbT1	Q	Secondary metabolites biosynthesis, transport and catabolism	547	547	1
